nombre;lat;lng;
Barrio Santa Ana. calles Miller y Leonidas Batalla frente al UPC Santa Ana;-0.2378788;-78.5204118;
Av. Pedro Vicente Maldonado y Pujili - Parque de las Diversidades;-0.2612716;-78.5233603;
Santa María Encarnación entre Oe11B y Oe11A;-0.2701366;-78.5587905;
Turubamba Alto s26g y O3g en el Centro Cultural Turubamba;-0.2771508;-78.544438;
Av. Juan Bautista Aguirre y Ana Paredes de Alfaro;-0.2473725;-78.5072611;
Ajavi E Ignacio Arteta Pasaje S16B;-0.2673982;-78.5348275;
Ignacio Arteta S16-60 y Av. Ajaví dos cuadras antes de salir a la Av. Tnte Hugo Ortiz;-0.2677498;-78.5351725;
Manuel maría Recalde y dolores cacuango;-0.2730687;-78.5029051;
Calles Gonzales Suarez y Gabriel Garcia Moreno. cuatro esquinas;-0.3687039;-78.5022537;
Av. Principal Santa Isabel. calle los geranios. calle las rosas. calle los girasoles. calle las violetas. calle los tulipanes;-0.3340415;-78.4824658;
Calle general PINTAG y antizana cruz de VERDEPAMBA;-0.2141322;-78.5009355;
Oe6 y calle S16 C frente casa comunal;-0.2582402;-78.5427594;
S26 y E4 sede del centro cultural Kawsarina a dos cuadras del subcentro de salud;-0.2854101;-78.532287;
Cbo. Alberto Orellana S11-72 y Av. Cap. Cosme Osorio;-0.2492686;-78.5336508;
Avenida José Enríquez Guerrero y Juan de la merced. colegios Rumania y ligdano chavez;-0.0862416;-78.4681451;
ESCUIELA 24 DE MAYO GUALO, CALLES GARCIA MORENO Y 17 DE SEPTIEMBRE;-0.094744;-78.4523977;
"Pasaje ""D"" (casa comunal) y Av. Abdon Calderon";-0.3395059;-78.4881007;
Cancha de basquet Las Cuadras. Al frente del restaurante Las Cuadras Fast Food;-0.2779388;-78.5495319;
Enrique Garces y Luis A Valencia;-0.273;-78.5301;
Luciano Coral y Alcantarillas esquina. Allí está el parque del barrio;-2404;-78.5431;
Canchas Nuevas del Barrio La Florencia. calle Oe2E y calle S60D.le;-0.3476109;-78.5527859;
S37 y línea ferrea. UPC CONFITECA. parque de la coop.UFO;-0.300928;-78.5527859;
Iglesia Virgen del Cisne.Escuela Camilo Gallegos;-0.2664982;-78.5585306;
MERCADO LAS CUADRAS ( Academia Traversari);-0.2809054;-78.5570594;
24 de Junio y Fernando Ortiz. Casa Comunal.;-0.0554813;-78.4289243;
Los Nogales y Granados. Casa Comunal;-0.0554813;-78.4289243;
Casa Barrial. Liga deportiva;-0.2854654;-78.5397318;
BELLAVISTA 2: SANTIAGO ROSERO;-0.1884708;-78.4719169;
BELLAVISTA 4: ELSA TALLANA;-0.1892832;-78.4710912;
BELLAVISTA 9: CRISTIAN SIMBAÑA;-0.1901783;-78.4714519;
BELLAVISTA 10: PATRICIO GARCIA;-0.191125;-78.47095;
BELLAVISTA 12: JIMENA REA;-0.1914771;-78.4718974;
DMQ-Ecovia Marin Central;-0.2219004;-78.5085814;
Yaku Museo del agua;-0.2174418;-78.5192406;
Parque todos unidos;-0.2462084;-78.4913113;
Parque Julio Andrade;-0.2021358;-78.4961244;
DMQ-Trole Recoleta Norte;-0.2302851;-78.5126318;
San Juan;-0.2153418;-78.5156594;
San Roque 1;-0.2184487;-78.522117;
Parque Julio Matovelle;-0.2136587;-78.5080518;
PAdre Luis Vacarri y Río Cayambe. Plaza Civica;-0.0961016;-78.4528245;
17 de Septiembre y Helio Humberto hinojosa. Parque Central;-0.1271143;-78.4441687;
Plaza República;-0.2136181;-78.503299;
Parque Central de Tumbaco;-0.213611;-78.413919;
Parque San Pedro de Amaguaña;-0.3756002;-78.5064577;
Parque Central Cumbayá;-0.201334045;-78.429091;
Parque Centra de Pifo;-0.225573;-78.338473;
ELOY ALFARO;-0.2401443;-78.5181136;
Velasco Ibarra y Calle A. Cancha de voley;-0.1260592;-78.4521018;
24 de Junio y pasaje Isidro Labrador. Casa Comunal;-0.0563703;-78.428076;
Casa Somos Alangasí;-0.3087477;-78.4158858;
Av Velasco Ibarra y Olivos. Conjuntos Carmen Amelia;-0.1276647;-78.4557634;
Plaza el consuelo;-0.2173143;-78.4986882;
Parque La Vicentina;-0.216696;-78.4890692;
Manuel Miria Borrero y Velasco Ibarra Casa barrial junto a la Iglesia;-0.303487;-78.4331357;
Leonidas Puebla y Lucila Cabezas (Parque Central de Marianas);-0.0828101;-78.418624;
Calixto Muzo S6-571 Estadio Atahualpa;-0.1216616;-78.414835;
Iglesias de Chimbacalle. Colegio Quito. 6 de Diciembre y Amt.;-0.2381493;-78.5161501;
Bonanza y Miguel Guarderas. Casa Comunal;-0.1055709;-78.4200653;
Centro Femenino Ferroviaria Alta;-0.2631217;-78.5171474;
Iglesias de Chimbacalle. Amt.;-0.2401687;-78.5144181;
Parque. calle S59 y Av.Maldonado a dos cuadras al sur del terminal ecovia Guamaní;-0.34208;-78.549158;
CASA BARRIAL VALLE DEL SUR. E4 Y S36A A UNA CUADRA DE LA IGLESIA SAN JOSE OBRERO DE VALLE DEL SUR;-0.3009;-78.5351;
CALLE JUAN CAMACHO Y LIBERTADORES;-0.206485;-78.5254101;
Letamendi y Río Cinto â€œCasa Barrial y UPC;-0.2266617;-78.53165;
CARLOS POLIT Y MANUEL OROZCO JUNTO A LA PLAZOLETA EN LA PARADA DE BUSES;-0.2281682;-78.4835598;
Hidalgo de Pinto. parque Quito Tenis junto a la UPC;-0.1624733;-78.493733;
O Calle 7D - Proyecto Ex Quito Cables;-0.0958285;-78.5079015;
Calle Guachala y Calle Quero. espacio público. parque con cancha de basket.;-0.2292549;-78.4814822;
"Barrio matilde alvarez. calle 6 y Av. Pedro Vicente Maldonado. Alado del centro educativo ""Matilde Álvarez""";-0.3417214;-78.5490593;
Enriqueta Aymer y Pasaje Carlos Mora;-0.1820032;-78.515985;
Manuel maría Recalde y dolores cacuango;-0.2734749;-78.5030854;
LIGA SAN VICENTE DE LA FLORIDA;-0.125993;-78.4855643;
CALACALI-PARQUE CARLOTA JARAMILLO;-0.0014634;-78.5138529;
Lat: -0.096136 Long: -78.402365;-0.0959309;-78.4030771;
CENTRAL;-0.148559467;-78.442007;
CASA COMUNAL (INGRESO AREA COMUNAL);-0.1396130549;-78.42590785;
PARQUE SAUSALITO;-0.3041563;-78.485649;
Bellavista deCalderón. calle pío XII y Roma pasaje estocolmo. el parque dentro del pasaje;-0.0595054;-78.4179385;
"CASA BARRIAL "" COMITE PROMEJORAS BARRIO UNION GEOGRAFICA""";-0.2885568;-78.475215;
Parque Sucre;-0.2176627;-78.500765;
Casa Somos Chillogallo;-0.2759527;-78.5532018;
Casa Somos CEDOC Guamaní;-0.3412023;-78.5598849;
BERNARDO LEÓN. JUAN DÍAZ . DIEGO DE MORA Y HERNANDO SARMIENTO. COMPLEJO RECREACIONAL DEL BARRIO.;-0.12887;-78.50356;
Centro de salud Lucha de Los Pobres y Centro Infantil Fuente de vida;-0.2782775;-78.5220122;
Unidad Educativa Pérez Pallarez. Colegio FESVIP. Comisariato Santa María;-0.2430318;-78.5163223;
E4 Y S36A CASA BARRIAL VALLE DEL SUR;-0.3005373;-78.5354308;
Barrio colectivo;-0.1214988;-78.518186;
BICENTENARIO;-0.061605;-78.452915;
La Comuna;-0.180905;-78.51486;
Punin y 9 de agosto;-0.0985855;-78.4224733;
Patio de comidas El Guambra;-0.205846;-78.499542;
12 de octubre;-0.208013;-78.490239;
PARQUE CENTRAL DE PÍNTAG;-0.3711032;-78.3755206;
PARQUE DE LA ENTRADA DE LA CALLE ALEJANDRO GALARZA;-0.2664502;-78.4999347;
SAN JOSE . 1 PUNTO;-0.3301281;-78.5473083;
Nogales y calle Moisés. Iglesia;-0.1379783;-78.4266045;
PARQUE SAUSALITO;-0.3019833;-78.4840267;
CASA COMUNAL SANTA ISABEL VISTA HERMOSA;-0.33899;-78.4860783;
Casa Barrial Collaquí;-0.176639;-78.397944;
Parque Centro de Salud Rumihurco;-0.0948536;-78.498731;
Pasaje Puerto Baquerizo Moreno;-0.137593368;-78.426582;
Los Ríos y Concepción;-0.2258035;-78.5055437;
Capilla San José de pomasqui;-0.05841219139;-78.46545851;
Calle Carapungo y José Miguel Guarderas;-0.0973763;-78.4378144;
CALLE S2 Y CALLE E13 A 1.5 KMS DEL TREBOL EN LA AUTOPISTA GENERAL RUMIÑAHUI;-0.2269399764;-78.49231989;
CALLE A Y PASAJE A PARQUE INFANTIL Y CASA BARRIAL JUNTO A LA IGLESIA;-0.2406652781;-78.48167635;
Calle Goyan y Quijano, en la cancha de Basket, frente a la guarderia del Mies;-0.2290148;-78.5160347;
Espacio deportivo;-0.078921;-78.472925;
Parque esquina N calle 78 y N calle 79;-0.0936803203;-78.50044175;
Iglesia de la Biloxi. Aldeas SOS;-0.2520228;-78.5482331;
